Status,Problem ,Solution,Topic,Sub Topic,Difficulty,Remarks,Link
Yes,https://takeuforward.org/data-structure/course-schedule-i-and-ii-pre-requisite-tasks-topological-sort-g-24/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Topo_Sort/Course_Schedule_-_I.py,Graphs,Topo Sort,,,
Yes,https://takeuforward.org/data-structure/course-schedule-i-and-ii-pre-requisite-tasks-topological-sort-g-24/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Topo_Sort/Course_Schedule_-_II.py,Graphs,Topo Sort,,,
No,https://takeuforward.org/data-structure/find-eventual-safe-states-bfs-topological-sort-g-25/,,Graphs,Topo Sort,,,
Yes,https://takeuforward.org/data-structure/alien-dictionary-topological-sort-g-26/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Topo_Sort/Alien_Dictionary.py,Graphs,Topo Sort,,,
Yes,https://takeuforward.org/data-structure/shortest-path-in-undirected-graph-with-unit-distance-g-28/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Shortest_path_in_binary_maze.py,"DP, Graphs",Distance-Based,,,
Yes,https://takeuforward.org/data-structure/shortest-path-in-directed-acyclic-graph-topological-sort-g-27/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Dijkstras.py,Graphs,Distance-Based,,,
Yes,https://takeuforward.org/data-structure/dijkstras-algorithm-using-set-g-33/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Dijkstras.py,Graphs,"Distance-Based, Djikstras",,,
Yes,https://takeuforward.org/data-structure/g-36-shortest-distance-in-a-binary-maze/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Shortest_path_in_binary_maze.py,Graphs,"Distance-Based, Djikstras",,,
Yes,https://takeuforward.org/data-structure/g-37-path-with-minimum-effort/,,Graphs,"Distance-Based, Djikstras",,,
Yes,https://takeuforward.org/data-structure/g-38-cheapest-flights-within-k-stops/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Cheapest_flights_at_most_k_stops.py,Graphs,"Distance-Based, Djikstras",,,
Yes,Network Delay time,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Network_Delay_Time.py,Graphs,"Distance-Based, Djikstras",,,
Yes,https://takeuforward.org/data-structure/g-40-number-of-ways-to-arrive-at-destination/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Ways_to_arrive_at_destination.py,Graphs,"Distance-Based, Djikstras",,,
Yes,https://takeuforward.org/graph/g-39-minimum-multiplications-to-reach-end/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Start_end_multiplying_array_elements.py,"Graphs, IMP, Trick",Distance-Based,,,
Yes,https://takeuforward.org/data-structure/bellman-ford-algorithm-g-41/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Bellman_Ford_Algo.py,"Graphs, IMP",Distance-Based,,,
Yes,https://takeuforward.org/data-structure/floyd-warshall-algorithm-g-42/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/Floyd_warsall_all_pair_shortest_path.py,"Graphs, IMP",Distance-Based,,,
Yes,https://takeuforward.org/data-structure/find-the-city-with-the-smallest-number-of-neighbours-at-a-threshold-distance-g-43/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Distance_Based/City_with_smallest_num_nbrs_in_K_dist.py,Graphs,"Distance-Based, Floyd-Warshall",,,
Yes,https://takeuforward.org/data-structure/minimum-spanning-tree-theory-g-44/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/MST/Prims_Algorithm_MST.py,"Graphs, MST",,,,
Yes,https://takeuforward.org/data-structure/prims-algorithm-minimum-spanning-tree-c-and-java-g-45/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/MST/Prims_Algorithm_MST.py,"Graphs, MST",,,,
No,https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/,,Union-Find,,,,
Yes,https://takeuforward.org/data-structure/disjoint-set-union-by-rank-union-by-size-path-compression-g-46/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Disjoint_Set_Size.py,"IMP, Union-Find",,,,
Yes,https://takeuforward.org/data-structure/kruskals-algorithm-minimum-spanning-tree-g-47/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Kruskals_MST.py,Union-Find,,,,
Yes,Minimumhttps://takeuforward.org/data-structure/number-of-operations-to-make-network-connected-dsu-g-49/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Min_ops_to_connect_network.py,Union-Find,,,,
Yes,https://takeuforward.org/data-structure/most-stones-removed-with-same-row-or-column-dsu-g-53/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Remove_stones_in_same_row_or_col.py,Union-Find,,,,
Yes,https://takeuforward.org/data-structure/accounts-merge-dsu-g-50/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Merge_Accounts.py,"IMP, Union-Find",,Hard,,
Yes,https://takeuforward.org/graph/number-of-islands-ii-online-queries-dsu-g-51/ - Islands after each connection,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Num_islands_after_each_connection.py,Union-Find,,,,
Yes,https://takeuforward.org/data-structure/making-a-large-island-dsu-g-52/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Make_largest_island.py,Union-Find,,,,
Yes,Swim in rising water,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Graphs/Disjoint_Set_OR_Union_Find/Swim_in_rising_water.py,Union-Find,,,,
No,https://takeuforward.org/graph/bridges-in-graph-using-tarjans-algorithm-of-time-in-and-low-time-g-55/,,Graphs,Advanced-Algos,,,
No,https://takeuforward.org/data-structure/articulation-point-in-graph-g-56/,,Graphs,Advanced-Algos,,,
No,https://takeuforward.org/graph/strongly-connected-components-kosarajus-algorithm-g-54/,,Graphs,Advanced-Algos,,,
Yes,https://takeuforward.org/data-structure/implement-trie-1/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Tries/Implement_Trie.py,Tries,,,,
Yes,Trie - Delete operation,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Tries/Trie_Delete_operation.py,Tries,,,,
Yes,Search Recomendation System,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Tries/Search_recommendation_System.py,Tries,,,,
No,https://takeuforward.org/data-structure/implement-trie-ii/,,Tries,,,,
No,Longest String with All Prefixes,,Tries,,,,
No,https://takeuforward.org/data-structure/number-of-distinct-substrings-in-a-string-using-trie/,,Tries,,,,
No,https://takeuforward.org/data-structure/maximum-xor-of-two-numbers-in-an-array/,,Tries,,,,
No,https://takeuforward.org/trie/maximum-xor-queries-trie/,,Tries,,,,
Yes,https://takeuforward.org/data-structure/next-greater-element-using-stack/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Next_Greater_Element_I_II.py,"IMP, Monotonic Stack, NGE/NLE",,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Next_Greater_Element_I_II.py,"Monotonic Stack, NGE/NLE",,,,
Yes,Next Smaller Element,,"IMP, Monotonic Stack, NGE/NLE",,,,
Yes,Daily Temperatures,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Daily_Temperatures.py,"Monotonic Stack, NGE/NLE",,,,
No,Number of NGEs to the right,,Monotonic Stack,,,,
Yes,https://takeuforward.org/data-structure/trapping-rainwater/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Trapping_Rain_Water.py,"Monotonic Stack, NGE/NLE",,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Sum_of_Subarray_Minimums.py,"IMP, Monotonic Stack, NGE/NLE",,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/Asteriod_Collision.py,"Monotonic Stack, NGE/NLE",,,,
No,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,,Monotonic Stack,,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/Monotonic_Incr_Decr_Queue/Remove_K_digits.py,Monotonic Stack,,,,
Yes,https://takeuforward.org/data-structure/area-of-largest-rectangle-in-histogram/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Maximal_Rectangles.py,Monotonic Stack,,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/NGE_NLE/Area_of_largest_rectangle.py,Monotonic Stack,,,,
Yes,https://takeuforward.org/data-structure/sliding-window-maximum/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/Monotonic_Incr_Decr_Queue/Sliding_Window_Maximums.py,Stack,,Hard,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Stacks_Queues/Monotonic_Incr_Decr_Queue/Online_stock_spans.py,Stack,,Hard,,
No,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,,"IMP, Stack",,Hard,,
Yes,https://takeuforward.org/data-structure/implement-lru-cache/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/LinkedList/LRU_DLL.py,"IMP, Linked List, Stack",,Hard,,
Yes,LFU cache,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/LinkedList/LFU_tie_LRU.py,"IMP, Linked List, Stack",,Hard,,
Yes,https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Longest_Substring_Without_Repeating_Characters.py,"Sliding Window, Two Pointer",,,,
Yes,Max Consecutive Ones III,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Max_Consecutive_Ones_III.py,"Sliding Window, Two Pointer",,,,
No,Fruit Into Baskets,,"Sliding Window, Two Pointer",,,,
Yes,longest repeating character replacement,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Longest_Repeating_char_replacement.py,"Sliding Window, Two Pointer",,,,
Yes,Binary subarray with sum,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Binary_Subarray_sum.py,"Prefix Sum, Sliding Window, Two Pointer",,,,
Yes,Count number of nice subarrays,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Num_of_nice_subarrays.py,"Sliding Window, Two Pointer",,,,
Yes,Number of substring containing all three characters,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Num_substrings_containing_all_3_chars.py,"Sliding Window, Two Pointer",,,,
Yes,Maximum point you can obtain from cards,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Sliding_Window_Two_Pointer/Max_Points_from_picking_cards.py,"Sliding Window, Two Pointer",,,,
No,Longest Substring with At Most K Distinct Characters,,"Sliding Window, Two Pointer",,Hard,,
No,Subarray with k different integers,,"Sliding Window, Two Pointer",,Hard,,
No,Minimum Window Substring,,"Sliding Window, Two Pointer",,Hard,,
No,Minimum Window Subsequence,,"Sliding Window, Two Pointer",,Hard,,
Yes,Introduction to Priority Queues using Binary Heaps,,Heaps,,,,
Yes,Min Heap Implementation,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Min_Heap.py,"Heaps, IMP",,,,
Yes,Max Heap Implementation,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Max_Heap.py,"Heaps, IMP",,,,
Yes,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/K_largest_element.py,Heaps,,Easy,,
Yes,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,,Heaps,,Easy,,
Yes,Sort K sorted array,,Heaps,,,,
Yes,Merge M sorted Lists,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Merge_K_Sorted_LL.py,"Heaps, IMP",,,,
No,https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/,,Heaps,,,,
Yes,Task Scheduler,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Task_Scheduler.py,"Heaps, IMP",,,,
Yes,Hands of Straights,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Hand_of_Straights.py,"Heaps, IMP",,,,
Yes,Design twitter,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Design_Twitter.py,Heaps,,Hard,,
No,Connect `n` ropes with minimal cost,,Heaps,,Hard,,
Yes,Kth largest element in a stream of running integers,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/K_largest_element_in_Stream.py,"Heaps, IMP",,Hard,,
No,Maximum Sum Combination,,Heaps,,Hard,,
Yes,Find Median from Data Stream,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Median_in_Stream.py,"Heaps, IMP, Memorize",,Hard,,
No,K most frequent elements,,Heaps,,Hard,,
Yes,Smallest number in Infinite List,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Heaps/Smallest_number_in_infinite_set.py,"Contest, Heaps",,,,
Yes,https://takeuforward.org/Greedy/assign-cookies,,Greedy,,,,
Yes,https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/,,Greedy,,,,
Yes,https://takeuforward.org/data-structure/find-minimum-number-of-coins/,,Greedy,,,,
Yes,https://takeuforward.org/Greedy/lemonade-change,,Greedy,,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Valid_Paranthesis_Checker.py,Greedy,,,,
Yes,https://takeuforward.org/data-structure/n-meetings-in-one-room/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/N_meetings_in_room.py,Greedy,,,,
Yes,https://takeuforward.org/Greedy/jump-game-i,,Greedy,,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,,Greedy,,,,
Yes,https://takeuforward.org/data-structure/minimum-number-of-platforms-required-for-a-railway/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Min_railway_platforms_needed.py,Greedy,,,,
Yes,https://takeuforward.org/data-structure/job-sequencing-problem/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Job_Sequencing_Problem.py,"Greedy, IMP",,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Candy_hard.py,"Greedy, IMP",,,,
No,https://takeuforward.org/Greedy/shortest-job-first-or-sjf-cpu-scheduling,,Greedy,,,,
No,Program for Least Recently Used (LRU) Page Replacement Algorithm,,Greedy,,,,
Yes,https://takeuforward.org/?s=Insert+Interval,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Merge%20Interval%20Based/Insert_Intervals.py,"Greedy, Intervals",,,,
Yes,https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Merge%20Interval%20Based/Merge_Intervals.py,"Greedy, IMP, Intervals",,,,
Yes,https://takeuforward.org/strivers-a2z-dsa-course/strivers-a2z-dsa-course-sheet-2,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Greedy/Merge%20Interval%20Based/Non_Overlapping_Intervals.py,"Greedy, IMP, Intervals",,,,
Yes,https://takeuforward.org/data-structure/two-sum-check-if-a-pair-with-given-sum-exists-in-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/2Sum_Problem.py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/sort-an-array-of-0s-1s-and-2s/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Sort_an_array_of_0's%2C_1's_and_2's.py,"Arrays, IMP",,,,
Yes,https://takeuforward.org/data-structure/find-the-majority-element-that-occurs-more-than-n-2-times/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Majority_Element_(n2_times).py,Arrays,,,,
Yes,Majority Element (>n/3 times),https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Majority_Element_(n3_times).py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/kadanes-algorithm-maximum-subarray-sum-in-an-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Kadane's_Algorithm.py,"Arrays, IMP",,,,
Yes,https://takeuforward.org/data-structure/kadanes-algorithm-maximum-subarray-sum-in-an-array/,,Arrays,,,,
Yes,https://takeuforward.org/data-structure/stock-buy-and-sell/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Stock_Buy_and_Sell.py,Arrays,,,,
No,https://takeuforward.org/arrays/rearrange-array-elements-by-sign/,,Arrays,,,,
Yes,https://takeuforward.org/data-structure/next_permutation-find-next-lexicographically-greater-permutation/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Next_Permutation.py,"Arrays, IMP",,,,
Yes,https://takeuforward.org/data-structure/leaders-in-an-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Leaders_in_an_Array_problem.py,Arrays,,,,
No,https://takeuforward.org/data-structure/longest-consecutive-sequence-in-an-array/,,Arrays,,,,
Yes,https://takeuforward.org/data-structure/set-matrix-zero/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/2D_Matrix_Based/Set_Matrix_Zeros.py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/rotate-image-by-90-degree/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/2D_Matrix_Based/Rotate_Matrix.py,"Arrays, IMP, Trick",,,,
Yes,https://takeuforward.org/data-structure/spiral-traversal-of-matrix/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/2D_Matrix_Based/Spiral_matrix.py,"Arrays, IMP",,,,
Yes,https://takeuforward.org/arrays/count-subarray-sum-equals-k/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Prefix%20Sum/Count_Subarrays_with_given_sum.py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/program-to-generate-pascals-triangle/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Pascal's_Triangle.py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/3-sum-find-triplets-that-add-up-to-a-zero/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/3_sum_problem.py,"Arrays, IMP",,,,
Yes,https://takeuforward.org/data-structure/4-sum-find-quads-that-add-up-to-a-target-value/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/4_sum_problem.py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/length-of-the-longest-subarray-with-zero-sum/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Prefix%20Sum/Largest_Subarray_with_0_sum.py,Arrays,,,,
Yes,https://takeuforward.org/data-structure/count-the-number-of-subarrays-with-given-xor-k/,,Arrays,,,,
Yes,https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Intervals/Merge_Overlapping_Subintervals.py,"Arrays, IMP, Intervals",,,,
Yes,https://takeuforward.org/data-structure/merge-two-sorted-arrays-without-extra-space/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Merge_two_sorted_arrays_without_extra_spac%C3%A2%E2%82%AC%C2%A6.py,Arrays,,,,
No,https://takeuforward.org/data-structure/find-the-repeating-and-missing-numbers/,,Arrays,,,,
No,https://takeuforward.org/data-structure/count-inversions-in-an-array/,,Arrays,,,,
No,https://takeuforward.org/data-structure/count-reverse-pairs/,,Arrays,,,,
Yes,https://takeuforward.org/data-structure/maximum-product-subarray-in-an-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Arrays/Prefix%20Sum/Max_subarray_product.py,"Arrays, IMP",,,,
No,https://takeuforward.org/binary-search/finding-sqrt-of-a-number-using-binary-search/,,BS+Answers,,,,
No,https://takeuforward.org/data-structure/nth-root-of-a-number-using-binary-search/,,BS+Answers,,,,
Yes,https://takeuforward.org/binary-search/koko-eating-bananas/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Koko_Eating_Bananas.py,BS+Answers,,,,
Yes,https://takeuforward.org/arrays/minimum-days-to-make-m-bouquets/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Min_days_to_make_bouquets.py,BS+Answers,,,,
Yes,https://takeuforward.org/arrays/find-the-smallest-divisor-given-a-threshold/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Smallest_Divisor_given_threshold.py,BS+Answers,,,,
Yes,https://takeuforward.org/arrays/capacity-to-ship-packages-within-d-days/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Capacity_to_ship_packages.py,BS+Answers,,,,
Yes,https://takeuforward.org/arrays/kth-missing-positive-number/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Kth_Missing_Positive_Number.py,BS+Answers,,,,
Yes,https://takeuforward.org/data-structure/aggressive-cows-detailed-solution/,,"BS+Answers, IMP",,,,
Yes,https://takeuforward.org/data-structure/allocate-minimum-number-of-pages/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Book_Allocation_Problem.py,"BS+Answers, IMP",,,,
Yes,https://takeuforward.org/arrays/split-array-largest-sum/,,BS+Answers,,,,
Yes,https://takeuforward.org/arrays/painters-partition-problem/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Painters_Partition.py,"BS+Answers, IMP, Trick",,,,
No,https://takeuforward.org/arrays/minimise-maximum-distance-between-gas-stations/,,BS+Answers,,,,
Yes,https://takeuforward.org/data-structure/median-of-two-sorted-arrays-of-different-sizes/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Median_of_sorted_arrays.py,"BS+Answers, IMP",,,,
Yes,Successful Spell-Potion Pairs,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Pair_Spells_Potions.py,BS+Answers,,,,
No,https://takeuforward.org/data-structure/k-th-element-of-two-sorted-arrays/,,BS+Answers,,,,
Yes,https://takeuforward.org/arrays/floor-and-ceil-in-sorted-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Floor_and_Ceil.py,"BS, IMP",,,,
Yes,https://takeuforward.org/data-structure/last-occurrence-in-a-sorted-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/First_and_last_occurence_of_number.py,BS,,,,
Yes,https://takeuforward.org/data-structure/search-element-in-a-rotated-sorted-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Bin_Search_Sorted_Rotated_Array.py,BS,,,,
Yes,https://takeuforward.org/arrays/search-element-in-rotated-sorted-array-ii/,,BS,,,,
Yes,https://takeuforward.org/data-structure/minimum-in-rotated-sorted-array/,https://github.com/AshishSalaskar1/DS_Algo_Playground/blob/master/Track/DSA_A_to_Z/Binary%20Search/Minimum_in_Sorted_Rotated_Array.py,BS,,,,
No,https://takeuforward.org/data-structure/search-in-a-sorted-2d-matrix/,,BS,BS on Grids,,,
